cve_id,year,cwe,cvss_v3,cvss_v3_severity,cvss_v2,cvss_source,threat_ids,overlap_flag
CVE-2021-4093,2022,CWE-125,8.8,HIGH,7.2,v3.1,P-01,false
CVE-2021-3656,2022,CWE-862,8.8,HIGH,7.2,v3.1,P-01,false
CVE-2022-20777,2022,CWE-284,9.9,CRITICAL,9.0,v3.1,P-01,false
CVE-2022-20779,2022,CWE-284,9.9,CRITICAL,9.3,v3.1,P-01,false
CVE-2022-20780,2022,CWE-284,9.9,CRITICAL,4.3,v3.1,P-01,false
CVE-2022-31696,2022,CWE-787,8.8,HIGH,,v3.1,P-01,false
CVE-2023-29199,2023,CWE-913,9.8,CRITICAL,,v3.1,P-01,false
CVE-2023-30547,2023,CWE-74,9.8,CRITICAL,,v3.1,P-01,false
CVE-2023-32314,2023,CWE-74,9.8,CRITICAL,,v3.1,P-01,false
CVE-2023-37466,2023,CWE-94,9.8,CRITICAL,,v3.1,P-01,false
CVE-2023-37903,2023,CWE-78,9.8,CRITICAL,,v3.1,P-01,false
CVE-2023-6856,2023,CWE-787,8.8,HIGH,,v3.1,P-01,false
CVE-2024-22254,2024,CWE-787,7.9,HIGH,,v3.1,P-01,false
CVE-2024-34347,2024,CWE-77,8.3,HIGH,,v3.1,P-01,false
CVE-2024-6222,2024,CWE-923,7.0,HIGH,,v3.1,P-01,false
CVE-2024-6519,2024,CWE-416,8.2,HIGH,,v3.1,P-01,false
CVE-2022-49559,2025,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-01,false
CVE-2025-22225,2025,CWE-787,8.2,HIGH,,v3.1,P-01,false
CVE-2025-2509,2025,CWE-125,7.8,HIGH,,v3.1,P-01,false
CVE-2025-34267,2025,CWE-77,9.9,CRITICAL,,v3.1,P-01,false
CVE-2025-59824,2025,CWE-863,5.4,MEDIUM,,v3.1,P-01|P-22,true
CVE-2025-20112,2025,CWE-268,5.1,MEDIUM,,v3.1,P-01,false
CVE-2023-4155,2023,CWE-367,5.3,MEDIUM,,v3.1,P-01,false
CVE-2023-41880,2023,CWE-193,2.2,LOW,,v3.1,P-01,false
CVE-2023-46731,2023,CWE-94,10.0,CRITICAL,,v3.1,P-01,false
CVE-2023-28002,2023,CWE-354,6.4,MEDIUM,,v3.1,P-02,false
CVE-2021-47383,2024,CWE-125,7.1,HIGH,,v3.1,P-02,false
CVE-2024-9594,2024,CWE-798,6.3,MEDIUM,,v3.1,P-02,false
CVE-2022-49341,2025,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-02,false
CVE-2022-49546,2025,CWE-401,5.5,MEDIUM,,v3.1,P-02,false
CVE-2025-38407,2025,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-02,false
CVE-2025-7342,2025,CWE-798,7.5,HIGH,,v3.1,P-02,false
CVE-2025-11198,2025,CWE-306,7.4,HIGH,,v3.1,P-02,false
CVE-2025-40604,2025,CWE-494,9.8,CRITICAL,,v3.1,P-02,false
CVE-2024-29960,2024,CWE-798,6.8,MEDIUM,,v3.1,P-02,false
CVE-2023-32684,2023,CWE-552,2.7,LOW,,v3.1,P-02,false
CVE-2024-31144,2025,CWE-829,3.8,LOW,,v3.1,P-02,false
CVE-2022-36035,2022,CWE-22,7.7,HIGH,,v3.1,P-02,false
CVE-2022-40250,2022,CWE-121,8.8,HIGH,,v3.1,P-02,false
CVE-2022-2827,2022,CWE-200,7.5,HIGH,,v3.1,P-02,false
CVE-2022-44750,2022,CWE-787,9.8,CRITICAL,,v3.1,P-02,false
CVE-2022-44751,2022,CWE-787,9.8,CRITICAL,,v3.1,P-02,false
CVE-2022-44754,2022,CWE-787,9.8,CRITICAL,,v3.1,P-02,false
CVE-2022-44755,2022,CWE-787,9.8,CRITICAL,,v3.1,P-02,false
CVE-2022-43779,2023,CWE-367,7.0,HIGH,,v3.1,P-02,false
CVE-2022-40021,2023,CWE-77,9.8,CRITICAL,,v3.1,P-02,false
CVE-2023-29193,2023,CWE-209,8.7,HIGH,,v3.1,P-02,false
CVE-2023-25505,2023,CWE-120,7.8,HIGH,,v3.1,P-02,false
CVE-2023-25506,2023,CWE-788,7.5,HIGH,,v3.1,P-02,false
CVE-2023-22691,2023,CWE-352,4.3,MEDIUM,,v3.1,P-02,false
CVE-2022-46858,2023,CWE-79,7.1,HIGH,,v3.1,P-02,false
CVE-2023-22685,2023,CWE-79,5.9,MEDIUM,,v3.1,P-02,false
CVE-2023-34341,2023,CWE-119,7.2,HIGH,,v3.1,P-02,false
CVE-2023-34344,2023,CWE-203,5.3,MEDIUM,,v3.1,P-02,false
CVE-2023-34345,2023,CWE-22,6.5,MEDIUM,,v3.1,P-02,false
CVE-2023-34334,2023,CWE-78,7.2,HIGH,,v3.1,P-02,false
CVE-2023-34335,2023,CWE-288,7.7,HIGH,,v3.1,P-02,false
CVE-2023-34336,2023,CWE-120,8.1,HIGH,,v3.1,P-02,false
CVE-2023-34342,2023,CWE-22,6.0,MEDIUM,,v3.1,P-02,false
CVE-2023-34343,2023,CWE-78,7.2,HIGH,,v3.1,P-02,false
CVE-2023-25055,2023,CWE-352,4.3,MEDIUM,,v3.1,P-02,false
CVE-2023-26299,2023,CWE-367,7.0,HIGH,,v3.1,P-02,false
CVE-2023-34337,2023,CWE-326,7.6,HIGH,,v3.1,P-02,false
CVE-2023-34338,2023,CWE-321,7.1,HIGH,,v3.1,P-02,false
CVE-2023-34471,2023,CWE-325,6.3,MEDIUM,,v3.1,P-02,false
CVE-2023-34472,2023,CWE-93,5.7,MEDIUM,,v3.1,P-02,false
CVE-2023-34473,2023,CWE-798,6.6,MEDIUM,,v3.1,P-02,false
CVE-2023-23869,2023,CWE-352,4.3,MEDIUM,,v3.1,P-02,false
CVE-2023-34329,2023,CWE-290,9.1,CRITICAL,,v3.1,P-02,false
CVE-2023-34330,2023,CWE-94,8.2,HIGH,,v3.1,P-02,false
CVE-2023-34469,2023,CWE-284,4.9,MEDIUM,,v3.1,P-02,false
CVE-2023-34470,2023,CWE-284,6.8,MEDIUM,,v3.1,P-02,false
CVE-2023-28173,2023,CWE-352,4.3,MEDIUM,,v3.1,P-02,false
CVE-2023-39535,2023,CWE-20,7.5,HIGH,,v3.1,P-02,false
CVE-2023-39536,2023,CWE-20,7.5,HIGH,,v3.1,P-02,false
CVE-2023-39537,2023,CWE-20,7.5,HIGH,,v3.1,P-02,false
CVE-2023-39538,2023,CWE-20,7.5,HIGH,,v3.1,P-02,false
CVE-2023-39539,2023,CWE-20,7.5,HIGH,,v3.1,P-02,false
CVE-2023-34332,2024,CWE-822,7.8,HIGH,,v3.1,P-02,false
CVE-2023-34333,2024,CWE-822,7.8,HIGH,,v3.1,P-02,false
CVE-2023-37293,2024,CWE-121,9.6,CRITICAL,,v3.1,P-02,false
CVE-2023-37294,2024,CWE-122,8.3,HIGH,,v3.1,P-02,false
CVE-2023-37295,2024,CWE-122,8.3,HIGH,,v3.1,P-02,false
CVE-2023-37296,2024,CWE-121,8.3,HIGH,,v3.1,P-02,false
CVE-2023-37297,2024,CWE-122,8.3,HIGH,,v3.1,P-02,false
CVE-2023-3043,2024,CWE-121,9.6,CRITICAL,,v3.1,P-02,false
CVE-2021-46997,2024,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-02,false
CVE-2024-29815,2024,CWE-79,5.9,MEDIUM,,v3.1,P-02,false
CVE-2024-31927,2024,CWE-79,5.9,MEDIUM,,v3.1,P-02,false
CVE-2021-47502,2024,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-02,false
CVE-2024-4143,2024,CWE-120,9.8,CRITICAL,,v3.1,P-02,false
CVE-2024-50472,2024,CWE-79,6.5,MEDIUM,,v3.1,P-02,false
CVE-2024-50494,2024,CWE-434,10.0,CRITICAL,,v3.1,P-02,false
CVE-2024-54372,2024,CWE-352,9.6,CRITICAL,,v3.1,P-02,false
CVE-2024-56115,2024,CWE-79,6.1,MEDIUM,,v3.1,P-02,false
CVE-2024-56116,2024,CWE-352,8.8,HIGH,,v3.1,P-02,false
CVE-2025-22766,2025,CWE-79,7.1,HIGH,,v3.1,P-02,false
CVE-2025-23566,2025,CWE-352,7.1,HIGH,,v3.1,P-02,false
CVE-2025-23577,2025,CWE-352,7.1,HIGH,,v3.1,P-02,false
CVE-2025-24663,2025,CWE-89,7.6,HIGH,,v3.1,P-02,false
CVE-2025-23669,2025,CWE-79,6.5,MEDIUM,,v3.1,P-02,false
CVE-2025-25094,2025,CWE-79,6.5,MEDIUM,,v3.1,P-02,false
CVE-2024-33659,2025,CWE-20,8.8,HIGH,,v3.1,P-02,false
CVE-2025-26574,2025,CWE-79,6.5,MEDIUM,,v3.1,P-02,false
CVE-2024-54085,2025,CWE-290,9.8,CRITICAL,,v3.1,P-02,false
CVE-2025-43833,2025,CWE-89,7.6,HIGH,,v3.1,P-02,false
CVE-2025-45879,2025,CWE-79,6.1,MEDIUM,,v3.1,P-02,false
CVE-2025-45878,2025,CWE-79,6.1,MEDIUM,,v3.1,P-02,false
CVE-2025-45880,2025,CWE-79,6.1,MEDIUM,,v3.1,P-02,false
CVE-2022-50014,2025,CWE-362,7.0,HIGH,,v3.1,P-02,false
CVE-2025-22834,2025,CWE-665,4.2,MEDIUM,,v3.1,P-02,false
CVE-2025-57905,2025,CWE-352,4.3,MEDIUM,,v3.1,P-02,false
CVE-2025-57916,2025,CWE-497,4.3,MEDIUM,,v3.1,P-02,false
CVE-2025-60146,2025,CWE-79,5.9,MEDIUM,,v3.1,P-02,false
CVE-2025-49358,2025,CWE-79,6.5,MEDIUM,,v3.1,P-02,false
CVE-2023-52481,2024,NVD-CWE-noinfo,4.7,MEDIUM,,v3.1,P-03,false
CVE-2022-24738,2022,CWE-287,8.1,HIGH,5.8,v3.1,P-04,false
CVE-2022-22191,2022,CWE-410,6.5,MEDIUM,6.1,v3.1,P-04,false
CVE-2022-28120,2022,CWE-434,9.8,CRITICAL,7.5,v3.1,P-04,false
CVE-2022-30570,2022,NVD-CWE-noinfo,6.5,MEDIUM,,v3.1,P-04,false
CVE-2022-0028,2022,CWE-406,8.6,HIGH,,v3.1,P-04,false
CVE-2022-23678,2022,NVD-CWE-noinfo,5.9,MEDIUM,,v3.1,P-04,false
CVE-2022-39424,2022,NVD-CWE-noinfo,8.1,HIGH,,v3.1,P-04,false
CVE-2022-39425,2022,NVD-CWE-noinfo,8.1,HIGH,,v3.1,P-04,false
CVE-2022-39426,2022,NVD-CWE-noinfo,8.1,HIGH,,v3.1,P-04,false
CVE-2023-21886,2023,NVD-CWE-noinfo,8.1,HIGH,,v3.1,P-04,false
CVE-2022-43631,2023,CWE-78,6.8,MEDIUM,,v3.1,P-04,false
CVE-2023-28840,2023,CWE-420,7.5,HIGH,,v3.1,P-04,false
CVE-2023-28841,2023,CWE-311,6.8,MEDIUM,,v3.1,P-04,false
CVE-2023-21903,2023,NVD-CWE-noinfo,5.3,MEDIUM,,v3.1,P-04,false
CVE-2023-21904,2023,NVD-CWE-noinfo,5.3,MEDIUM,,v3.1,P-04,false
CVE-2023-21905,2023,NVD-CWE-noinfo,6.1,MEDIUM,,v3.1,P-04,false
CVE-2023-21906,2023,NVD-CWE-noinfo,6.1,MEDIUM,,v3.1,P-04,false
CVE-2023-21907,2023,NVD-CWE-noinfo,6.0,MEDIUM,,v3.1,P-04,false
CVE-2023-21908,2023,NVD-CWE-noinfo,6.0,MEDIUM,,v3.1,P-04,false
CVE-2023-32348,2023,CWE-918,5.8,MEDIUM,,v3.1,P-04,false
CVE-2023-22018,2023,NVD-CWE-noinfo,8.1,HIGH,,v3.1,P-04,false
